	Nounnno	styleofthesix	AHKru	shawnaoh_	RyersonU	Simon_Pella	RowanMMolloy	MacSweeneyG	SallySan_x	ATMXO_	
visa	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
visit	0.0	0.0	0.0	0.0	0.1216886760017492	0.0	0.0	0.0	0.0	0.0	
visitors	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
vlogbrotherss	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
volleyball	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
vu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
vw	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
wait	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
waiting	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.017993058568447896	
wake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
walk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
waltongoggins	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
wanna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
war	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
waste	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
watch	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
watching	0.0	0.0	0.14259775485052653	0.0	0.0	0.0	0.0	0.0	0.0	0.017993058568447896	
ways	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
wear	0.0	0.2801760305519763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
wearechamps	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
wednesday	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
week	0.0	0.0	0.0	0.0	0.0363590984129258	0.0	0.0	0.0	0.13519619242560232	0.013460073865348343	
weekend	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0	0.36145314399908157	0.0	
weeks	0.3770133523236564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
welcoming	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
werrams	0.0	0.0	0.0	0.0	0.22599325543181994	0.0	0.0	0.0	0.0	0.0	
west	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
westmoreland	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
whens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
whoops	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
whyryerson	0.0	0.0	0.0	0.0	0.12150962056083857	0.0	0.049511330773372164	0.0	0.0	0.0	
whyryersonryersonu	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
whyryersons	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
will	0.0	0.0	0.09051928813952634	0.0	0.019283200438184264	0.028687625985386416	0.015714589690223737	0.0	0.028680747222218417	0.017132655995628687	
wilson	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
wilsoncup	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
win	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
winked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
winner	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
winners	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
wisely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
wisryerson	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
wit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
wittle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
woman	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0521311527458446	0.0	0.0	
women	0.0	0.0	0.0	0.0	0.012150962056083858	0.0903849586444424	0.0	0.0	0.0	0.0	
womens	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
won	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0521311527458446	0.0	0.0	
wonder	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
wondering	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
wont	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
work	0.0	0.0	0.0	0.0	0.006917827540489263	0.05145827575384798	0.0	0.0	0.10289187401837532	0.02048774006995157	
working	0.0	0.0	0.0	0.0	0.0181795492064629	0.0	0.0	0.03899777038881467	0.06759809621280116	0.0	
works	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
worried	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
worst	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
worth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
wow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12871123550960006	
write	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
writing	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
wrong	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
wuuuuuuut	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
ya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
yahoomac	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
ydsquare	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
year	0.0	0.0	0.0	0.0	0.02075348262146779	0.05145827575384798	0.0	0.02967948731286594	0.0	0.02048774006995157	
years	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.05397917570534369	
yelllllllow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
yonge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
you	0.0	0.0	0.0	0.0	0.0	0.0	0.03703795921333293	0.03899777038881467	0.0	0.026920147730696686	
youth	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.09902266154674433	0.0	0.0	0.0	
zika	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
zmfxo	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
